Codigo,Descripcion,MOTO,Marca,Precio,Existencia
0012-791413,CUBIERTA LATERAL IZQUIERDA,DRIVER ,ISLO, 585.00 ,10
0012-791423,CUBIERTA LATERAL IZQUIERDA,DRIVER ,ISLO, 585.00 ,9
0262-440700,CU�A DE CIGUENAL,DRIVER ,ISLO, 13.00 ,30
0057-651100,DIRECCIONAL DELANTERA DERECHA,DRIVER ,ISLO, 290.00 ,14
0056-651100,DIRECCIONAL DELANTERA IZQUIERDA,DRIVER ,ISLO, 291.00 ,20
0067-651100,DIRECCIONAL TRASERA DERECHA,DRIVER ,ISLO, 219.00 ,27
0066-651100,DIRECCIONALTRASERA IZQUIERDA,DRIVER ,ISLO, 219.00 ,27
0149-440700,DISCO DE IMPULSION,DRIVER ,ISLO, 263.00 ,0
0147-440700,DISCO DE IMPULSION MOVIL,DRIVER ,ISLO, 263.00 ,0
1204-440700,DISCOS DE IMPULSION COMPLETOS,DRIVER ,ISLO, 535.00 ,38
0153-440700,EJE DE ENGRANE DE REDUCCION,DRIVER ,ISLO, 213.00 ,52
0190-651100,EJE DE LLANTA DELANTERA,DRIVER ,ISLO, 75.00 ,23
0040-440700,ELEMENTO INTERIOR DE FILTRO DE AIRE,DRIVER ,ISLO, 129.00 ,234
0155-881000,EMBRAGUE DE ARRANQUE,DRIVER ,ISLO, 532.00 ,0
0780-891100,ENGRANE DE ARA�A DE VELOCIMETRO,DRIVER ,ISLO, 592.00 ,0
0135-500800,ENGRANE DE ARRANQUE COMPLETO,DRIVER ,ISLO, 187.00 ,32
0136-440700,ENGRANE DE BOMBA DE ACEITE,DRIVER ,ISLO, 64.00 ,18
0154-440700,ENGRANE DE EMBRAGUE DE ARRANQUE,DRIVER ,ISLO, 213.00 ,114
0152-440700,ENGRANE DE REDUCCION,DRIVER ,ISLO, 213.00 ,80
0163-440700,ENGRANE EXTERIOR DE TRANSMISION,DRIVER ,ISLO, 400.00 ,14
0143-440700,ENGRANE IMPULSO DE ARRANQUE,DRIVER ,ISLO, 64.00 ,15
0042-791410,ESCAPE DERECHO,DRIVER ,ISLO,1064,22
0043-811003,ESPEJO DERECHO,DRIVER ,ISLO, 205.00 ,56
0044-811003,ESPEJO IZQUIERDO,DRIVER ,ISLO, 205.00 ,64
0069-140700,ESTATOR,DRIVER ,ISLO, 532.00 ,193
0121-440700,FILTRO DE ACEITE,DRIVER ,ISLO, 107.00 ,0
0203-110500,FILTRO DE COMBUSTIBLE,DRIVER ,ISLO, 32.00 ,0
0161-520900,FLECHA EXTERNA DE TRANSMISION,DRIVER ,ISLO, 151.00 ,56
0160-440700,FLECHA INTERNA DE TRANSMISION,DRIVER ,ISLO, 307.00 ,219
0199-651100,FLOTADOR DE COMBUSTIBLE,DRIVER ,ISLO, 107.00 ,19
0055-500800,FOCO DE CUARTOS,DRIVER ,ISLO, 32.00 ,1
0064-040700,FOCO DE STOP,DRIVER ,ISLO, 10.00 ,0
0124-440703,GUIA DE CABLES DE ESTATOR,DRIVER ,ISLO, 19.00 ,2
0172-440703,GUIA DE CADENA DE LEVA INFERIOR,DRIVER ,ISLO, 75.00 ,116
0171-881003,GUIA DE CADENA DE LEVA SUPERIOR,DRIVER ,ISLO, 462.00 ,0
0910-440700,GUIA DE MANGUERA,DRIVER ,ISLO, 33.00 ,33
0074-140700,INYECTOR ELECTRONICO DE GASOLINA,DRIVER ,ISLO, 291.00 ,0
0150-140700,JUEGO DE ANILLOS DE PISTON,DRIVER ,ISLO, 233.00 ,120
0077-350700,JUEGO DE BALATAS DELANTERAS,DRIVER ,ISLO, 160.00 ,399
0145-440700,JUEGO DE CORREDERAS,DRIVER ,ISLO, 75.00 ,50
0073-140700,JUEGO DE ESPREAS DE CARBURADOR,DRIVER ,ISLO, 132.00 ,0
1608-140700,JUEGO DE PISTON COMPLETO,DRIVER ,ISLO, 371.00 ,0
0146-440700,JUEGO DE RODILLOS,DRIVER ,ISLO, 106.00 ,76
0092-380700,JUEGO DE SWITCH,DRIVER ,ISLO, 642.00 ,59
0945-651100,JUEGO DE TAZAS PARA YUGO,DRIVER ,ISLO, 214.00 ,24
1607-140700,JUEGO DE VALVULAS DE ADMISION Y ESCAPE,DRIVER ,ISLO, 514.00 ,0
0170-440700,JUNTA CENTRAL DE CARTER,DRIVER ,ISLO, 64.00 ,88
0115-140600,JUNTA DE CABEZA DE CILINDRO,DRIVER ,ISLO, 54.00 ,101
0159-440700,JUNTA DE CAJA DE TRANSMISION,DRIVER ,ISLO, 64.00 ,0
0113-140600,JUNTA DE CILINDRO,DRIVER ,ISLO, 64.00 ,221
0126-140700,JUNTA DE LA TAPA IZQUIERDA DE MOTOR,DRIVER ,ISLO, 43.00 ,191
0108-110500,JUNTA DE PIPETA,DRIVER ,ISLO, 13.00 ,0
0347-110500,JUNTA DE TAPA DE CABEZA,DRIVER ,ISLO, 86.00 ,82
0119-440700,JUNTA DE TAPA DERECHA DE CARTER,DRIVER ,ISLO, 53.00 ,0
0117-440700,JUNTA DE TENSOR,DRIVER ,ISLO, 25.00 ,46
0260-440700,KIT DE 2 SEGUROS DE PERNO DE PISTON,DRIVER ,ISLO, 4.00 ,678
0293-440700,KIT DE 2 SELLOS DE VALVULAS,DRIVER ,ISLO, 32.00 ,367
0464-440700,KIT DE PASTAS DE CLUTCH MOTONETA 150CC,DRIVER ,ISLO,1165,57
1599-110503,LIGA DE PLASTICOS VS CABEZA,DRIVER ,ISLO, 21.00 ,57
2001-010311,LLANTA MMG 3.50-10 YX-P139,DRIVER ,ISLO, 646.00 ,0
0202-110500,LLAVE DE PASO DE COMBUSTIBLE,DRIVER ,ISLO, 116.00 ,56
0070-140700,MAGNETO,DRIVER ,ISLO, 593.00 ,35
0996-140700,MAGNETO,DRIVER ,ISLO, 535.00 ,2
0217-651100,MANDO DERECHO,DRIVER ,ISLO, 222.00 ,6
0213-651100,MANDO IZQUIERDO,DRIVER ,ISLO, 235.00 ,6
0112-110500,MANGUERA DE RESPIRACION DE TAPA DE CABEZA,DRIVER ,ISLO, 76.00 ,84
0120-440703,MEDIDOR DE ACEITE,DRIVER ,ISLO, 43.00 ,29
0085-440700,MOTOR DE ARRANQUE,DRIVER ,ISLO, 635.00 ,14
0441-440700,ORING,DRIVER ,ISLO, 21.00 ,14
0179-110500,ORING ( 27X42X7 ),DRIVER ,ISLO, 32.00 ,243
0178-110500,ORING (198x30x5 ),DRIVER ,ISLO, 33.00 ,128
0178-110500,ORING (198x30x5 ),DRIVER ,ISLO, 33.00 ,128
0167-110500,ORING (20x32x6 ),DRIVER ,ISLO, 100.00 ,35
0438-881000,ORING DE MEDIDOR DE ACEITE,DRIVER ,ISLO, 64.00 ,20
0334-651103,PARABRISAS,DRIVER ,ISLO, 232.00 ,35
0220-651103,PARADOR CENTRAL,DRIVER ,ISLO, 246.00 ,0
0004-791410,PARRILLA PORTABULTOS,DRIVER ,ISLO, 467.00 ,20
0128-440703,PEDAL DE ARRANQUE,DRIVER ,ISLO, 160.00 ,2
0097-440700,PERNO DE BALANCIN DE VALVULA DE ADMISION,DRIVER ,ISLO, 64.00 ,23
0101-440700,PERNO DE BALANCIN DE VALVULA DE ESCAPE,DRIVER ,ISLO, 58.00 ,91
0948-500800,PERNO DE BOMBA DE ACEITE,DRIVER ,ISLO, 8.00 ,0
0195-440700,PERNO DE LEVA DE FRENO TRASERO,DRIVER ,ISLO, 53.00 ,1
0259-140700,PERNO DE PISTON,DRIVER ,ISLO, 64.00 ,52
0904-440700,PERNO GUIA 10mm X 16mm,DRIVER ,ISLO, 21.00 ,79
0904-440700,PERNO GUIA 10mm X 16mm,DRIVER ,ISLO, 21.00 ,79
0110-110500,PIPETA DE CARBURADOR,DRIVER ,ISLO, 134.00 ,55
0027-651103,PISO,DRIVER ,ISLO, 535.00 ,11
0261-140700,PISTON,DRIVER ,ISLO, 186.00 ,95
0144-440700,PLACA DE IMPULSO DEL PEDAL DE ARRANQUE,DRIVER ,ISLO, 53.00 ,31
0134-440700,PLACA DE RESORTE DE ABANICO DE ARRANQUE,DRIVER ,ISLO, 139.00 ,0
0912-440700,PLACA SUJETADORA DE CABLES,DRIVER ,ISLO, 21.00 ,12
0099-440700,PLATO DE POSICION,DRIVER ,ISLO, 32.00 ,149
0133-440700,PRIMER BUJE DEL ABANICO DE ARRANQUE,DRIVER ,ISLO, 13.00 ,7
0407-791410,PROTECTOR DE ESCAPE,DRIVER ,ISLO, 185.00 ,25
0094-871000,PU�O DERECHO,DRIVER ,ISLO, 75.00 ,32
0093-871000,PU�O IZQUIERDO,DRIVER ,ISLO, 64.00 ,57
0033-110502,REFLEJANTE RECTANGULAR,DRIVER ,ISLO, 67.00 ,1264
0263-160604,REFLEJANTE REDONDO AMARILLO DE 2 DIVISIONES,DRIVER ,ISLO, 43.00 ,322
0088-651100,REGULADOR DE VOLTAJE,DRIVER ,ISLO, 400.00 ,268
1386-651100,REJILLA DE CUBIERTA FRONTAL,DRIVER ,ISLO, 466.00 ,9
0090-651000,RELAY DE ARRANQUE,DRIVER ,ISLO, 130.00 ,52
0089-110500,RELAY DE INTERMITENTES CONECTOR DE 2 CABLES,DRIVER ,ISLO, 96.00 ,161
0131-440700,RESORTE DE ABANICO DE ARRANQUE,DRIVER ,ISLO, 41.00 ,46
0122-440700,RESORTE DE FILTRO DE ACEITE,DRIVER ,ISLO, 19.00 ,39
0221-871000,RESORTE DE PARADOR CENTRAL,DRIVER ,ISLO, 53.00 ,43
0223-621000,RESORTE DE PARADOR LATERAL,DRIVER ,ISLO, 53.00 ,34
0107-440700,RESORTE EXTERIOR DE VALVULAS,DRIVER ,ISLO, 41.00 ,261
0106-440700,RESORTE INTERIOR DE VALVULAS,DRIVER ,ISLO, 41.00 ,255
0777-350700,RESORTE LEVA FRENO DELANTERO,DRIVER ,ISLO, 86.00 ,0
0908-440700,RETEN,DRIVER ,ISLO, 64.00 ,12
0185-651110,RIN DELANTERO COMPLETO,DRIVER ,ISLO, 711.00 ,0
0191-651110,RIN TRASERO COMPLETO,DRIVER ,ISLO, 741.00 ,0
0977-440700,RONDANA DE RESORTE EXTERIOR DE VALVULA,DRIVER ,ISLO, 23.00 ,331
0011-791410,SALPICADERA DELANTERA,DRIVER ,ISLO, 334.00 ,24
0029-651103,SALPICADERA TRASERA,DRIVER ,ISLO, 160.00 ,21
0911-440700,SEGUNDO BUJE DE ABANICO DE ARRANQUE,DRIVER ,ISLO, 32.00 ,0
0575-440700,SEGURO DE VALVULAS,DRIVER ,ISLO, 25.00 ,316
0210-160600,SENSOR DE STOP IZQUIERDO,DRIVER ,ISLO, 28.00 ,0
0139-440700,SEPARADOR DE BOMBA DE ACEITE,DRIVER ,ISLO, 43.00 ,6
0109-440703,SEPARADOR DE CABEZA DE PIPETA DE CARBURADOR,DRIVER ,ISLO, 19.00 ,0
0273-651103,SOPORTE DE CAJA DELANTERA,DRIVER ,ISLO, 64.00 ,8
0227-871003,SOPORTE DE MOTOR,DRIVER ,ISLO, 263.00 ,0
1349-651100,SOPORTE DERECHO DE SALPICADERA DELANTERA,DRIVER ,ISLO, 35.00 ,0
1348-651100,SOPORTE IZQUIERDO DE SALPICADERA DELANTERA,DRIVER ,ISLO, 35.00 ,0
0100-440700,SUJETADOR DE ARBOL DE LEVAS,DRIVER ,ISLO, 280.00 ,86
0048-651100,TABLERO COMPLETO,DRIVER ,ISLO, 849.00 ,29
0198-651103,TANQUE DE COMBUSTIBLE,DRIVER ,ISLO, 428.00 ,0
0028-651103,TAPA DE BATERIA,DRIVER ,ISLO, 180.00 ,2
0111-651100,TAPA DE CABEZA DE CILINDRO,DRIVER ,ISLO, 213.00 ,6
0021-651103,TAPA DE CUBIERTA CENTRAL,DRIVER ,ISLO, 105.00 ,2
0019-651103,TAPA DE NUMERO VIN,DRIVER ,ISLO, 64.00 ,5
0125-651103,TAPA DE POLEAS,DRIVER ,ISLO,1028,18
0254-791410,TAPA DE PURGADOR,DRIVER ,ISLO, 64.00 ,50
1411-791410,TAPA DE PURGADOR IZQUIERDA,DRIVER ,ISLO, 43.00 ,49
0035-500803,TAPA DE VENTILADOR,DRIVER ,ISLO, 96.00 ,1
0305-651103,TAPA DECORATIVA DE CUBIERTA FRONTAL,DRIVER ,ISLO, 257.00 ,43
0003-651103,TAPA INTERIOR DE CAJA DE EQUIPAJE,DRIVER ,ISLO, 155.00 ,21
0016-651103,TAPA UNION DE CUBIERTAS LATERALES,DRIVER ,ISLO, 160.00 ,19
0201-380700,TAPON DE COMBUSTIBLE,DRIVER ,ISLO, 77.00 ,30
0123-440700,TAPON DE DRENADO,DRIVER ,ISLO, 53.00 ,30
0234-380700,TAZA INFERIOR DE DIRECCION,DRIVER ,ISLO, 78.00 ,45
0116-440700,TENSOR DE CADENA,DRIVER ,ISLO, 214.00 ,27
0907-440700,TORNILLO DE GUIA DE CADENA,DRIVER ,ISLO, 70.00 ,75
0184-440700,TUBO DE RESPIRACION DE TRANSMISION,DRIVER ,ISLO, 25.00 ,0
0236-871000,TUERCA DE YUGO,DRIVER ,ISLO, 43.00 ,24
0087-040700,UNIDAD DE C.D.I.,DRIVER ,ISLO, 186.00 ,35
0533-651100,UNIDAD DE CUARTO TRASERO,DRIVER ,ISLO, 192.00 ,39
0060-651100,UNIDAD DE FARO,DRIVER ,ISLO, 793.00 ,12
0063-651100,UNIDAD DE STOP,DRIVER ,ISLO, 257.00 ,0
0103-140700,VALVULA DE ADMISION,DRIVER ,ISLO, 150.00 ,28
0104-140700,VALVULA DE ESCAPE,DRIVER ,ISLO, 137.00 ,57
0034-440700,VENTILADOR DE ENFRIAMIENTO,DRIVER ,ISLO, 96.00 ,25
0224-651100,YUGO DE DIRECCION,DRIVER ,ISLO, 887.00 ,4
0651-250700,ACCIONADOR DE CLUTCH,FALCO ,BDS, 133.00 ,0
0657-250700,ACCIONADOR MOVIL DE CLUTCH,FALCO ,BDS, 66.00 ,31
0268-250703,ALOJAMIENTO DE ACELERADOR,FALCO ,BDS, 70.00 ,345
0030-701203,ALOJAMIENTO DE LUZ TRASERA,FALCO ,BDS, 263.00 ,0
0005-B01302,ALOJAMIENTO DE VELOCIMETRO,FALCO ,BDS, 347.00 ,9
0005-701301,ALOJAMIENTO DE VELOCIMETRO,FALCO ,BDS, 347.00 ,4
0005-B01606,ALOJAMIENTO DE VELOCIMETRO,FALCO ,BDS, 257.00 ,7
0084-701203,AMORTIGUADOR TRASERO,FALCO ,BDS, 798.00 ,0
0661-250700,ARANDELA DE EMPUJE,FALCO ,BDS, 33.00 ,23
0665-250700,ARANDELA DE PRESION,FALCO ,BDS, 53.00 ,10
0105-250700,ARBOL DE LEVAS,FALCO ,BDS, 235.00 ,128
0524-B01300,ARNES DE TABLERO,FALCO ,BDS, 160.00 ,10
0086-701200,ARNES PRINCIPAL,FALCO ,BDS, 532.00 ,47
0563-360703,ARO DE RIN DELANTERO,FALCO ,BDS, 765.00 ,0
0551-350703,ARO DE RIN TRASERO,FALCO ,BDS, 428.00 ,10
0001-B01303,ASIENTO,FALCO ,BDS, 843.00 ,0
0574-250700,ASIENTO SUPERIOR DE RESORTE DE VALVULA,FALCO ,BDS, 21.00 ,189
0663-250700,BALERO 6000,FALCO ,BDS, 48.00 ,0
0459-060700,BALERO 6001 ABIERTO,FALCO ,BDS, 66.00 ,19
0308-110500,BALERO 6201 ABIERTO,FALCO ,BDS, 53.00 ,0
1121-460800,BALERO 6203 CERRADO,FALCO ,BDS, 186.00 ,0
0182-060700,BALERO 6301,FALCO ,BDS, 78.00 ,0
0965-040700,BALERO 6301,FALCO ,BDS, 85.00 ,0
0166-110500,BALERO ABIERTO 6203,FALCO ,BDS, 95.00 ,36
0404-701203,BARRA DE POSAPIE DELANTERA,FALCO ,BDS, 334.00 ,8
0225-B01303,BARRA DE SUSPENSION DELANTERA DERECHA,FALCO ,BDS, 642.00 ,3
0226-B01303,BARRA DE SUSPENSION DELANTERA IZQUIERDA,FALCO ,BDS, 642.00 ,4
0737-701206,BARRA DE TOPE DE PORTA BALATAS,FALCO ,BDS, 220.00 ,18
0509-250700,BARRIL SELECTOR DE CAMBIOS,FALCO ,BDS, 318.00 ,0
2000-190600,BATERIA MMG YTX7A-BS (GEL),FALCO ,BDS, 868.00 ,0
0175-250700,BIRLO PRISIONERO DE CARTER DERECHO,FALCO ,BDS, 23.00 ,48
0174-250700,BIRLO PRISIONERO DE CARTER IZQUIERDO,FALCO ,BDS, 53.00 ,58
0714-701200,BISAGRA DE ASIENTO,FALCO ,BDS, 66.00 ,31
1574-701200,BISAGRA DE ASIENTO,FALCO ,BDS, 66.00 ,20
0091-070700,BOBINA DE IGNICION,FALCO ,BDS, 128.00 ,50
0207-360700,BOCINA DE CLAXON,FALCO ,BDS, 119.00 ,67
0567-821000,BOLSA CON HERRAMIENTA,FALCO ,BDS, 89.00 ,40
0138-250700,BOMBA ACEITE COMPLETA,FALCO ,BDS, 214.00 ,130
0214-160600,BOTON DE CLAXON,FALCO ,BDS, 43.00 ,644
0215-160600,BOTON DE DIRECCIONALES,FALCO ,BDS, 43.00 ,915
0218-160600,BOTON DE ENCENDIDO,FALCO ,BDS, 43.00 ,242
0216-160600,BOTON DE LUCES ALTA Y BAJA,FALCO ,BDS, 43.00 ,295
0219-160600,BOTON DE LUCES Y CUARTOS,FALCO ,BDS, 43.00 ,330
0655-250700,BUJE,FALCO ,BDS, 28.00 ,0
0681-250700,BUJE ( 21.15 x 20.89 x 3.40 mm ),FALCO ,BDS, 13.00 ,0
0680-250700,BUJE 20X23X9mm,FALCO ,BDS, 13.00 ,0
0649-250700,BUJE DE ENGRANE DE CLUTCH,FALCO ,BDS, 43.00 ,70
0598-B01300,BUJE DE LLANTA DELANTERA,FALCO ,BDS, 65.00 ,0
0740-350700,BUJE DE MAZA TRASERA,FALCO ,BDS, 64.00 ,67
0548-821200,BUJE DE RUEDA TRASERA,FALCO ,BDS, 53.00 ,147
0838-821200,BUJE DERECHO DE LLANTA TRASERA,FALCO ,BDS, 75.00 ,170
0794-591000,BUJE GUIA,FALCO ,BDS, 8.00 ,0
0102-250700,BUJIA 7,FALCO ,BDS, 60.00 ,395
0096-251003,CABEZA DE CILINDRO,FALCO ,BDS,1064,22
0670-250700,CADENA DE ARRANQUE,FALCO ,BDS, 103.00 ,20
0173-250700,CADENA DE DISTRIBUCION DE LEVA,FALCO ,BDS, 160.00 ,0
0387-350700,CADENA DE TRANSMISION,FALCO ,BDS, 266.00 ,16
0557-821000,CAJA DE BATERIA,FALCO ,BDS, 213.00 ,27
0017-B01316,CAJA DELANTERA,FALCO ,BDS, 300.00 ,18
0017-701320,CAJA DELANTERA,FALCO ,BDS, 295.00 ,8
0017-B01603,CAJA DELANTERA,FALCO ,BDS, 391.00 ,67
0309-250700,CAMARA DE LLANTA DELANTERA,FALCO ,BDS, 238.00 ,0
1207-250700,CAMARA TRASERA,FALCO ,BDS, 238.00 ,0
0408-060700,CAPUCHON DE BUJIA,FALCO ,BDS, 20.00 ,0
0169-251003,CARTER DERECHO DE MOTOR,FALCO ,BDS, 798.00 ,79
0168-251003,CARTER IZQUIERDO DE MOTOR,FALCO ,BDS,1045,30
0238-701200,CHAPA DE ASIENTO,FALCO ,BDS, 160.00 ,47
0339-701203,CHICOTE DE AHOGADOR,FALCO ,BDS, 75.00 ,70
0289-360700,CHICOTE DE CHAPA DE ASIENTO,FALCO ,BDS, 43.00 ,38
0403-350700,CHICOTE DE FRENO DELANTERO,FALCO ,BDS, 95.00 ,0
0287-B01303,CHICOTE DE VELOCIMETRO,FALCO ,BDS, 134.00 ,104
0151-250700,CIGUE�AL COMPLETO,FALCO ,BDS,1186,13
0114-251003,CILINDRO,FALCO ,BDS, 738.00 ,3
0648-250700,COLLARIN CENTRAL DE CLUTCH,FALCO ,BDS, 147.00 ,19
0039-701203,COMPARTIMIENTO DE FILTRO DE AIRE,FALCO ,BDS, 291.00 ,18
0265-701203,COMPLEMENTO DE CUBIERTA LATERAL DERECHA,FALCO ,BDS, 187.00 ,179
0266-701203,COMPLEMENTO DE CUBIERTA LATERAL IZQUIERDA,FALCO ,BDS, 187.00 ,169
0366-360700,CONO INFERIOR DE DIRECCION,FALCO ,BDS, 53.00 ,60
0367-360700,CONO SUPERIOR DE DIRECCION,FALCO ,BDS, 53.00 ,101
0237-360700,CONTRA TUERCA DE YUGO,FALCO ,BDS, 43.00 ,68
0468-250700,CORONA DE EMBRAGUE,FALCO ,BDS, 170.00 ,0
0338-350700,CORONA TRASERA,FALCO ,BDS, 400.00 ,0
0230-701203,CUADRO CHASIS,FALCO ,BDS,3161,0
0418-701200,CUARTO DE CUBIERTA FRONTAL,FALCO ,BDS, 266.00 ,172
0020-701203,CUBIERTA CENTRAL DE ASIENTO,FALCO ,BDS, 294.00 ,42
0646-250700,CUBIERTA DE CLUTCH,FALCO ,BDS, 64.00 ,97
0355-701203,CUBIERTA DE CRANK,FALCO ,BDS, 321.00 ,4
0351-701203,CUBIERTA DE MAGNETO,FALCO ,BDS, 585.00 ,10
0580-B01303,CUBIERTA DECORATIVA DERECHA,FALCO ,BDS, 266.00 ,8
0437-250700,CUBIERTA DECORATIVA IZQUIERDA,FALCO ,BDS, 400.00 ,66
0009-B01302,CUBIERTA FRONTAL,FALCO ,BDS, 428.00 ,15
0009-701301,CUBIERTA FRONTAL,FALCO ,BDS, 749.00 ,3
0009-B01606,CUBIERTA FRONTAL,FALCO ,BDS, 428.00 ,26
0009-B01629,CUBIERTA FRONTAL,FALCO ,BDS, 428.00 ,29
0006-B01302,CUBIERTA FRONTAL DE MANUBRIO,FALCO ,BDS, 532.00 ,20
0006-701301,CUBIERTA FRONTAL DE MANUBRIO,FALCO ,BDS, 532.00 ,1
0006-B01606,CUBIERTA FRONTAL DE MANUBRIO,FALCO ,BDS, 428.00 ,24
0006-B01629,CUBIERTA FRONTAL DE MANUBRIO,FALCO ,BDS, 428.00 ,30
0346-821003,CUBIERTA IZQUIERDA DE SPROCKET,FALCO ,BDS, 257.00 ,0
0536-B01316,CUBIERTA LATERAL DERECHA,FALCO ,BDS, 321.00 ,25
0536-B01315,CUBIERTA LATERAL DERECHA,FALCO ,BDS, 387.00 ,33
0536-B01603,CUBIERTA LATERAL DERECHA,FALCO ,BDS, 321.00 ,64
0013-B01316,CUBIERTA LATERAL DERECHA,FALCO ,BDS, 428.00 ,7
0013-B01315,CUBIERTA LATERAL DERECHA,FALCO ,BDS, 428.00 ,7
0013-B01616,CUBIERTA LATERAL DERECHA,FALCO ,BDS, 428.00 ,63
0535-B01316,CUBIERTA LATERAL IZQUIERDA,FALCO ,BDS, 428.00 ,24
0535-B01315,CUBIERTA LATERAL IZQUIERDA,FALCO ,BDS, 428.00 ,38
0535-B01603,CUBIERTA LATERAL IZQUIERDA,FALCO ,BDS, 428.00 ,63
0012-B01316,CUBIERTA LATERAL IZQUIERDA,FALCO ,BDS, 638.00 ,5
0012-B01315,CUBIERTA LATERAL IZQUIERDA,FALCO ,BDS, 638.00 ,12
0012-B01616,CUBIERTA LATERAL IZQUIERDA,FALCO ,BDS, 428.00 ,61
0336-701203,CUBRE CADENA,FALCO ,BDS, 241.00 ,16
0738-701203,CUBRE CADENA INFERIOR,FALCO ,BDS, 134.00 ,57
0745-701203,CUBRE PIERNA DERECHA,FALCO ,BDS, 187.00 ,145
0744-701203,CUBRE PIERNA IZQUIERDA,FALCO ,BDS, 187.00 ,153
0368-360700,CUBRE POLVO INFERIOR DE YUGO,FALCO ,BDS, 43.00 ,109
0262-250700,CU�A DE CIGUENAL,FALCO ,BDS, 23.00 ,0
0465-250700,DISCO DE CLUTCH,FALCO ,BDS, 53.00 ,12
0679-250700,DISCO DE CLUTCH SUPERIOR,FALCO ,BDS, 53.00 ,80
0650-250700,DISCO DE PASTAS DE CLUTCH,FALCO ,BDS, 134.00 ,75
0098-250700,EJE DE BALANCIN DE VALVULA,FALCO ,BDS, 64.00 ,225
0458-250700,EJE DE CLUTCH,FALCO ,BDS, 107.00 ,14
0602-350700,EJE DE HORQUILLA TRASERA,FALCO ,BDS, 75.00 ,54
0190-821000,EJE DE LLANTA DELANTERA,FALCO ,BDS, 75.00 ,56
0498-250700,EJE DE PALANCA DE CAMBIOS,FALCO ,BDS, 169.00 ,2
0708-350700,EJE DE PARADOR CENTRAL,FALCO ,BDS, 78.00 ,88
0640-250700,EJE DE PINON DE BOMBA DE ACEITE,FALCO ,BDS, 28.00 ,3
0547-350700,EJE TRASERO,FALCO ,BDS, 132.00 ,113
0040-250700,ELEMENTO INTERIOR DE FILTRO DE AIRE,FALCO ,BDS, 63.00 ,0
0647-250700,EMPAQUE DE CUBIERTA DE CLUTCH,FALCO ,BDS, 33.00 ,34
0479-250700,ENGRANE 1RA SECUNDARIO,FALCO ,BDS, 160.00 ,45
0484-250700,ENGRANE 2DA SECUNDARIO,FALCO ,BDS, 241.00 ,34
0469-250700,ENGRANE 2DO PRIMARIO,FALCO ,BDS, 107.00 ,21
0480-250700,ENGRANE 3RA SECUNDARIO,FALCO ,BDS, 160.00 ,20
0474-250700,ENGRANE 3RO PRIMARIO,FALCO ,BDS, 96.00 ,36
0481-250700,ENGRANE 4TO  SECUNDARIO,FALCO ,BDS, 160.00 ,70
0473-250700,ENGRANE 4TO PRIMARIO,FALCO ,BDS, 96.00 ,48
0780-350700,ENGRANE DE ARA�A DE VELOCIMETRO,FALCO ,BDS, 75.00 ,216
0658-250700,ENGRANE DE CLUTCH 17 DIENTES,FALCO ,BDS, 147.00 ,63
0353-250700,ENGRANE DE TIEMPO,FALCO ,BDS, 107.00 ,46
0779-350700,ENGRANE DE VELOCIMETRO,FALCO ,BDS, 75.00 ,274
0662-250700,ENGRANE PRIMARIO DE CLUTCH,FALCO ,BDS, 372.00 ,39
0042-701210,ESCAPE DERECHO,FALCO ,BDS,1317,0
0043-701203,ESPEJO DERECHO,FALCO ,BDS, 92.00 ,0
0044-701203,ESPEJO IZQUIERDO,FALCO ,BDS, 93.00 ,0
0069-350700,ESTATOR,FALCO ,BDS, 316.00 ,0
0507-250700,ESTRELLA DE BARRIL,FALCO ,BDS, 66.00 ,55
0693-250700,FIJADOR DEL INDICADOR DE CAMBIOS,FALCO ,BDS, 32.00 ,42
0121-250700,FILTRO DE ACEITE,FALCO ,BDS, 21.00 ,25
0491-250700,FLECHA DE ARRANQUE,FALCO ,BDS, 664.00 ,28
0475-250700,FLECHA PRIMARIA,FALCO ,BDS, 214.00 ,39
0935-250700,FLECHA PRIMARIA COMPLETA,FALCO ,BDS, 642.00 ,30
0482-250700,FLECHA SECUNDARIA,FALCO ,BDS, 214.00 ,45
0930-250700,FLECHA SECUNDARIA COMPLETA,FALCO ,BDS, 642.00 ,14
0199-821000,FLOTADOR DE COMBUSTIBLE,FALCO ,BDS, 134.00 ,57
0055-500800,FOCO DE CUARTOS,FALCO ,BDS, 32.00 ,1
0059-110511,FOCO DE DIRECCIONALES,FALCO ,BDS, 17.00 ,0
0061-250700,FOCO DE FARO,FALCO ,BDS, 83.00 ,50
0064-110500,FOCO DE STOP,FALCO ,BDS, 19.00 ,0
0552-701200,GOMA DE POSAPIE,FALCO ,BDS, 133.00 ,6
0538-350700,GOMA PROTECTORA DE HORQUILLA,FALCO ,BDS, 96.00 ,24
0370-350703,GOMAS DE CORONA,FALCO ,BDS, 244.00 ,0
0671-250700,GUIA DE CADENA DE ARRANQUE,FALCO ,BDS, 15.00 ,0
0688-250700,HORQUILLA DE CAMBIOS,FALCO ,BDS, 187.00 ,86
0296-701203,HORQUILLA TRASERA,FALCO ,BDS, 532.00 ,19
0464-250700,JUEGO DE 3 PASTAS DE CLUTCH,FALCO ,BDS, 159.00 ,74
0150-250700,JUEGO DE ANILLOS DE PISTON,FALCO ,BDS, 192.00 ,82
