Codigo,Descripcion,MOTO,Marca,Precio,Existencia
0077-350700,JUEGO DE BALATAS DELANTERAS,FALCO ,BDS, 160.00 ,399
0193-350700,JUEGO DE BALATAS TRASERAS,FALCO ,BDS, 100.00 ,0
0596-250700,JUEGO DE BALINES,FALCO ,BDS, 53.00 ,0
0963-350700,JUEGO DE RAYOS DELANTEROS,FALCO ,BDS, 203.00 ,128
0962-350700,JUEGO DE RAYOS TRASEROS,FALCO ,BDS, 203.00 ,23
0092-360700,JUEGO DE SWITCH,FALCO ,BDS, 319.00 ,14
0945-360700,JUEGO DE TAZAS PARA YUGO,FALCO ,BDS, 214.00 ,107
0170-250700,JUNTA CENTRAL DE CARTER,FALCO ,BDS, 64.00 ,29
0349-250700,JUNTA CUBIERTA DE MAGNETO,FALCO ,BDS, 64.00 ,60
0667-250700,JUNTA DE BOMBA DE ACEITE,FALCO ,BDS, 58.00 ,132
0115-701200,JUNTA DE CABEZA DE CILINDRO,FALCO ,BDS, 122.00 ,27
0108-250700,JUNTA DE CABEZA DE PIPETA DE CARBURADOR,FALCO ,BDS, 28.00 ,237
0113-250700,JUNTA DE CILINDRO,FALCO ,BDS, 64.00 ,89
0348-250700,JUNTA DE CUBIERTA DE CRANK,FALCO ,BDS, 75.00 ,27
0322-250700,JUNTA DE ESCAPE,FALCO ,BDS, 21.00 ,0
0347-250700,JUNTA DE TAPA DE CABEZA,FALCO ,BDS, 86.00 ,359
0630-250700,JUNTA DE TAPA DERECHA DE CABEZA DE CILINDRO,FALCO ,BDS, 32.00 ,120
0631-250700,JUNTA DE TAPA IZQUIERDA DE CABEZA  DE CIINDRO,FALCO ,BDS, 32.00 ,122
0260-250700,KIT DE 2 SEGUROS DE PERNO DE PISTON,FALCO ,BDS, 4.00 ,460
0633-250700,LEVA DE TENSOR,FALCO ,BDS, 21.00 ,68
0070-350700,MAGNETO,FALCO ,BDS, 499.00 ,0
1307-B01302,MANDIL DERECHO,FALCO ,BDS, 449.00 ,0
1307-701301,MANDIL DERECHO,FALCO ,BDS, 570.00 ,27
1307-B01613,MANDIL DERECHO,FALCO ,BDS, 428.00 ,30
1307-B01616,MANDIL DERECHO,FALCO ,BDS, 428.00 ,34
1306-B01302,MANDIL IZQUIERDO,FALCO ,BDS, 458.00 ,28
1306-701301,MANDIL IZQUIERDO,FALCO ,BDS, 570.00 ,17
1306-B01613,MANDIL IZQUIERDO,FALCO ,BDS, 428.00 ,32
1306-B01616,MANDIL IZQUIERDO,FALCO ,BDS, 428.00 ,35
0424-250700,MANGUERA DE RESPIRACION DE MOTOR,FALCO ,BDS, 96.00 ,31
0083-821003,MANIJA DERECHA,FALCO ,BDS, 83.00 ,0
0231-701203,MANUBRIO,FALCO ,BDS, 527.00 ,0
0562-350703,MAZA DELANTERA,FALCO ,BDS, 798.00 ,23
0549-350703,MAZA TRASERA,FALCO ,BDS, 798.00 ,9
0553-821000,MEDIA LUNA DE PARADOR CENTRAL,FALCO ,BDS, 53.00 ,0
0120-250700,MEDIDOR DE ACEITE,FALCO ,BDS, 42.00 ,0
1407-70120R,MICA DE CUARTO FRONTAL,FALCO ,BDS, 64.00 ,47
1407-70120L,MICA DE CUARTO FRONTAL,FALCO ,BDS, 64.00 ,15
0279-701200,MICA DE DIRECCIONAL TRASERA DERECHA,FALCO ,BDS, 64.00 ,20
0280-701200,MICA DE DIRECCIONAL TRASERA IZQUIERDA,FALCO ,BDS, 64.00 ,30
0065-701202,MICA DE STOP,FALCO ,BDS, 160.00 ,8
0049-250700,MICA DE TABLERO,FALCO ,BDS, 133.00 ,0
0085-250708,MOTOR DE ARRANQUE,FALCO ,BDS, 693.00 ,17
0579-390700,ORING,FALCO ,BDS, 100.00 ,171
0435-390700,ORING,FALCO ,BDS, 8.00 ,0
0816-040700,ORING 1.7 X 2.3 X 3 MM,FALCO ,BDS, 21.00 ,347
0747-591000,ORING 30.8 - 3.2,FALCO ,BDS, 21.00 ,30
0412-250700,ORING DE CILINDRO,FALCO ,BDS, 21.00 ,0
0797-591000,ORING DE CILINDRO 9 X 11.7 X 1.5,FALCO ,BDS, 21.00 ,0
0642-250700,ORING DE CILINDRO INFERIOR (11.5MM X 2.50MM ),FALCO ,BDS, 21.00 ,0
0705-350703,PALANCA DE AHOGADOR,FALCO ,BDS, 43.00 ,0
0664-250700,PALANCA DE CLUTCH,FALCO ,BDS, 187.00 ,3
0220-701203,PARADOR CENTRAL,FALCO ,BDS, 372.00 ,5
0222-701203,PARADOR LATERAL,FALCO ,BDS, 160.00 ,46
0004-B01303,PARRILLA PORTA BULTOS,FALCO ,BDS, 378.00 ,0
0128-701203,PEDAL DE ARRANQUE,FALCO ,BDS, 172.00 ,63
0328-701203,PEDAL DE CAMBIOS,FALCO ,BDS, 187.00 ,133
0359-701203,PEDAL DE FRENO TRASERO,FALCO ,BDS, 263.00 ,0
0097-250700,PERNO DE BALANCIN DE VALVULA DE ADMISION,FALCO ,BDS, 64.00 ,154
0508-250700,PERNO DE BARRIL,FALCO ,BDS, 53.00 ,2
0695-250700,PERNO DE ESTRELLA,FALCO ,BDS, 35.00 ,0
0782-350700,PERNO DE LEVA DE FRENO DELANTERO,FALCO ,BDS, 43.00 ,4
0689-250700,PERNO DE ORQUILLA  DE CAMBIO ( 6 x 10.50 mm ),FALCO ,BDS, 22.00 ,156
0259-250700,PERNO DE PISTON,FALCO ,BDS, 64.00 ,91
0443-250700,PERNO DE PUNTERIAS,FALCO ,BDS, 48.00 ,0
0878-070700,PERNO GUIA ( 7 x 8 x 14 mm ),FALCO ,BDS, 43.00 ,111
0578-040700,PERNO GUIA 10 X 14,FALCO ,BDS, 13.00 ,60
0643-070700,PERNO GU�A 8mm X 12mm,FALCO ,BDS, 5.00 ,0
0643-070700,PERNO GU�A 8mm X 12mm,FALCO ,BDS, 5.00 ,0
0490-250700,PI�ON DE ARRANQUE,FALCO ,BDS, 177.00 ,54
0632-250700,PI�ON DE DISTRIBUCION 28 D.,FALCO ,BDS, 96.00 ,0
0914-250700,PI�ON DE MARCHA,FALCO ,BDS, 64.00 ,92
0587-250700,PI�ON IMPULSOR DE BOMBA DE ACEITE,FALCO ,BDS, 66.00 ,79
0110-250700,PIPETA DE CARBURADOR,FALCO ,BDS, 132.00 ,125
0261-250700,PISTON,FALCO ,BDS, 213.00 ,90
0644-250700,PLACA DE AJUSTE DE CLUTCH,FALCO ,BDS, 66.00 ,41
0497-250700,PLACA DE CAMBIO DE VELOCIDAD,FALCO ,BDS, 200.00 ,37
0692-250700,PLACA DE PRESION DEL CONTACTO DE CAMBIOS,FALCO ,BDS, 93.00 ,0
0674-250700,PLACA DE SPROCKET DE ARRANQUE,FALCO ,BDS, 70.00 ,0
0486-250700,PLACA DE SPROCKET DELANTERO,FALCO ,BDS, 43.00 ,51
0555-250700,PLACA FILTRANTE,FALCO ,BDS, 33.00 ,23
0669-250700,PLATO DE PRESION,FALCO ,BDS, 147.00 ,15
0638-250700,POLEA GUIA DE CADENA DE DISTRIBUCION,FALCO ,BDS, 42.00 ,15
0239-250700,POSAPIE TRASERO DERECHO,FALCO ,BDS, 138.00 ,0
0240-250700,POSAPIE TRASERO IZQUIERDO,FALCO ,BDS, 105.00 ,0
0656-250700,PROPULSOR DE ACEITE,FALCO ,BDS, 21.00 ,32
0407-701210,PROTECTOR DE ESCAPE,FALCO ,BDS, 160.00 ,54
0822-701210,PROTECTOR DE TUBO DE ESCAPE,FALCO ,BDS, 107.00 ,35
0094-701203,PU�O DERECHO,FALCO ,BDS, 107.00 ,118
0093-701203,PU�O IZQUIERDO,FALCO ,BDS, 107.00 ,114
0033-110502,REFLEJANTE RECTANGULAR,FALCO ,BDS, 67.00 ,1264
0253-250711,REFLEJANTE REDONDO DE 6 DIVISIONES,FALCO ,BDS, 81.00 ,0
0088-320700,REGULADOR DE VOLTAJE,FALCO ,BDS, 263.00 ,0
0090-360700,RELAY DE ARRANQUE,FALCO ,BDS, 119.00 ,117
0089-360700,RELAY DE INTERMITENTES,FALCO ,BDS, 96.00 ,83
0499-250700,RESORTE,FALCO ,BDS, 32.00 ,23
0653-250700,RESORTE DE AMORTIGUACION DE CLUTCH,FALCO ,BDS, 11.00 ,10
0493-250700,RESORTE DE ARRANQUE INFERIOR,FALCO ,BDS, 167.00 ,99
0461-250700,RESORTE DE CLUTCH,FALCO ,BDS, 43.00 ,4
0496-250700,RESORTE DE EJE DE ARBOL DE LEVAS,FALCO ,BDS, 17.00 ,0
0696-250700,RESORTE DE ENGANCHE,FALCO ,BDS, 36.00 ,30
0221-821000,RESORTE DE PARADOR CENTRAL,FALCO ,BDS, 53.00 ,146
0223-701200,RESORTE DE PARADOR LATERAL,FALCO ,BDS, 53.00 ,71
0652-250700,RESORTE DE PASTAS DE CLUTCH,FALCO ,BDS, 8.00 ,0
0543-701200,RESORTE DE PEDAL DE FRENO,FALCO ,BDS, 70.00 ,20
0544-701200,RESORTE DE SENSOR DE STOP,FALCO ,BDS, 21.00 ,92
0635-250700,RESORTE DE TENSOR DE CADENA DE DISTRIBUCION,FALCO ,BDS, 21.00 ,65
0501-250700,RESORTE DE TOPE DE ARRIL,FALCO ,BDS, 21.00 ,11
0107-250700,RESORTE EXTERIOR DE VALVULAS,FALCO ,BDS, 27.00 ,331
0106-250700,RESORTE INTERIOR DE VALVULAS,FALCO ,BDS, 57.00 ,240
0675-250700,RETEN ( 189 X 30 X 5  ),FALCO ,BDS, 64.00 ,48
1309-821000,RETEN ( 26 X  40 X 6.5MM ),FALCO ,BDS, 64.00 ,35
1116-250700,RETEN ( 30 X 42 X 4.5 ),FALCO ,BDS, 64.00 ,39
0694-250700,RETEN (11.6x24x10),FALCO ,BDS, 64.00 ,80
0694-250700,RETEN (11.6x24x10),FALCO ,BDS, 64.00 ,80
0781-350703,RETEN 47 X 60 X 7,FALCO ,BDS, 64.00 ,29
0687-250700,RETEN DE ACEITE ( 17 x 29 x 5 ),FALCO ,BDS, 64.00 ,48
0676-250700,RETEN DE LIGA ( 30 x 42 x 4.5 mm ),FALCO ,BDS, 43.00 ,0
0697-250700,RONDANA 17.20 X  23.80 X 1 MM,FALCO ,BDS, 13.00 ,34
0699-250700,RONDANA 19.8X26.82X1mm,FALCO ,BDS, 11.00 ,8
0977-591000,RONDANA DE RESORTE EXTERIOR DE VALVULA,FALCO ,BDS, 21.00 ,115
0660-250700,RONDANA DE SEGURO,FALCO ,BDS, 17.00 ,0
1230-591000,RONDANA DE SELLO,FALCO ,BDS, 8.00 ,0
0731-360700,RONDANA GUIA DE YUGO,FALCO ,BDS, 20.00 ,0
0732-360700,RONDANA INFERIOR DE YUGO,FALCO ,BDS, 13.00 ,88
0685-250700,RONDANA RANURADA ( 20.80 x 17.21 mm ),FALCO ,BDS, 11.00 ,4
0684-250700,RONDANA RANURADA ( 23.89 x 20 mm ),FALCO ,BDS, 11.00 ,0
0011-701203,SALPICADERA DELANTERA,FALCO ,BDS, 334.00 ,0
0029-701203,SALPICADERA TRASERA,FALCO ,BDS, 187.00 ,7
0472-250700,SEGURO,FALCO ,BDS, 21.00 ,7
0700-250700,SEGURO ( 19.14 MM ),FALCO ,BDS, 11.00 ,452
0686-250700,SEGURO 22.6mm,FALCO ,BDS, 13.00 ,76
0666-250700,SEGURO DE ACCIONADOR MOVIL DE CLUTCH,FALCO ,BDS, 5.00 ,0
0654-250700,SEGURO DE PASTAS DE CLUTCH,FALCO ,BDS, 22.00 ,21
0690-250700,SEGURO DE PERNO,FALCO ,BDS, 11.00 ,83
0462-250700,SEGURO DE RONDANA,FALCO ,BDS, 8.00 ,0
0743-350700,SEGURO DE TUERCA DE SPROCKET TRASERO,FALCO ,BDS, 53.00 ,0
0575-250700,SEGURO DE VALVULAS,FALCO ,BDS, 19.00 ,245
0489-250700,SELECTOR,FALCO ,BDS, 238.00 ,70
0645-250700,SELLO 13.7 X 2.4 X 5,FALCO ,BDS, 21.00 ,133
0293-250700,SELLO DE VALVULA,FALCO ,BDS, 42.00 ,189
0431-250700,SENSOR DE CAMBIO DE VELOCIDADES,FALCO ,BDS, 107.00 ,121
0210-350700,SENSOR DE STOP IZQUIERDO,FALCO ,BDS, 43.00 ,50
0360-570900,SENSOR DE STOP TRASERO,FALCO ,BDS, 187.00 ,103
0109-250700,SEPARADOR DE CABEZA DE PIPETA DE CARBURADOR,FALCO ,BDS, 94.00 ,28
0774-350703,SOPORTE DE BALATAS DELANTERO DERECHO COMPLETO,FALCO ,BDS, 398.00 ,43
0399-350703,SOPORTE DE BALATAS TRASERO,FALCO ,BDS, 398.00 ,11
0398-350703,SOPORTE DE BALATAS TRASERO COMPLETO,FALCO ,BDS, 398.00 ,17
0718-701200,SOPORTE DE BARRA LATERAL FRONTAL,FALCO ,BDS, 238.00 ,35
1421-B01303,SOPORTE DE CUBIERTAS LATERALES,FALCO ,BDS, 132.00 ,34
0706-250703,SOPORTE DE PALANCA DE AHOGADOR,FALCO ,BDS, 187.00 ,112
1534-701203,SOPORTE DE POSAPIE INTERNO DERECHO,FALCO ,BDS, 107.00 ,13
1223-701203,SOPORTE DE POSAPIE INTERNO IZQUIERDO,FALCO ,BDS, 107.00 ,31
0711-701203,SOPORTE DE POSAPIE TRASERO DERECHO,FALCO ,BDS, 304.00 ,39
0710-701203,SOPORTE DE POSAPIE TRASERO IZQUIERDO,FALCO ,BDS, 290.00 ,18
0673-250700,SPROCKET DE ARRANQUE,FALCO ,BDS, 187.00 ,23
0485-250700,SPROCKET DELANTERO,FALCO ,BDS, 148.00 ,146
0545-350703,SPROCKET TRASERO,FALCO ,BDS, 214.00 ,7
1131-B01300,SWITCH DE ASIENTO,FALCO ,BDS, 192.00 ,16
0048-B01300,TABLERO COMPLETO,FALCO ,BDS, 638.00 ,31
0198-701200,TANQUE DE COMBUSTIBLE,FALCO ,BDS, 738.00 ,0
0111-251003,TAPA DE CABEZA DE CILINDRO,FALCO ,BDS, 316.00 ,0
0629-360703,TAPA DE REGULACION DE LA VALVULA,FALCO ,BDS, 66.00 ,11
0627-251003,TAPA DERECHA DE CABEZA DE CILINDRO,FALCO ,BDS, 319.00 ,12
0628-350700,TAPA IZQUIERDA DE CABEZA  DE CILINDRO,FALCO ,BDS, 160.00 ,0
0717-701203,TAPA SUPERIOR INTERNA,FALCO ,BDS, 421.00 ,0
1392-701203,TAPA UNION CENTRAL,FALCO ,BDS, 160.00 ,21
0016-701203,TAPA UNION DE CUBIERTAS LATERALES,FALCO ,BDS, 134.00 ,0
0739-350703,TAPON DE INSPECCION DE CADENA,FALCO ,BDS, 13.00 ,0
0436-250700,TAPON DE INSPECCION DE TIEMPO,FALCO ,BDS, 40.00 ,0
0201-821000,TAPON DE TANQUE DE COMBUSTIBLE,FALCO ,BDS, 134.00 ,183
0637-250700,TAPON DE VARILLA DE TENSOR DE DISTRIBUCION,FALCO ,BDS, 15.00 ,27
0234-360700,TAZA INFERIOR DE DIRECCION,FALCO ,BDS, 64.00 ,112
0232-360700,TAZA SUPERIOR DE DIRECCION,FALCO ,BDS, 138.00 ,148
0116-250700,TENSOR DE CADENA,FALCO ,BDS, 43.00 ,119
0672-250700,TENSOR DE CADENA DE ARRANQUE,FALCO ,BDS, 21.00 ,0
0379-350700,TENSOR DE CADENA DE TRANSMISION,FALCO ,BDS, 64.00 ,40
0502-250700,TOPE DE BARRIL,FALCO ,BDS, 53.00 ,18
0683-250700,TOPE DE TAMBOR SELECTOR,FALCO ,BDS, 15.00 ,0
0639-250700,TORNILLO DE POLEA DE CADENA DE DISTRIBUCION,FALCO ,BDS, 21.00 ,0
0634-250700,TORNILLO DE TENSOR DE CADENA,FALCO ,BDS, 20.00 ,0
1252-591000,TORNILLO DE TENSOR DE CADENA DE DISTRIBUCION,FALCO ,BDS, 21.00 ,86
0819-591000,TORNILLO PARA DRENAR,FALCO ,BDS, 18.00 ,0
0701-250700,TRINQUETE DEL ARRANCADOR,FALCO ,BDS, 144.00 ,24
0659-250700,TUERCA DE CIERRE ( 13 X2788 X 5 MM ),FALCO ,BDS, 40.00 ,0
0236-360700,TUERCA DE YUGO,FALCO ,BDS, 107.00 ,194
0087-250700,UNIDAD DE C.D.I.,FALCO ,BDS, 171.00 ,162
0060-701200,UNIDAD DE FARO,FALCO ,BDS, 720.00 ,4
0063-701200,UNIDAD DE STOP,FALCO ,BDS, 319.00 ,0
0103-250700,VALVULA DE ADMISION,FALCO ,BDS, 159.00 ,148
0104-250700,VALVULA DE ESCAPE,FALCO ,BDS, 159.00 ,113
0636-250700,VARILLA DE CADENA DE TENSOR DE DISTRIBUCION,FALCO ,BDS, 64.00 ,99
0542-701200,VARILLA DE FRENO TRASERO,FALCO ,BDS, 107.00 ,50
0224-701203,YUGO DE DIRECCION,FALCO ,BDS,1064,23
0986-450800,3RA RONDANA DE EJE SECUNDARIA,FIGHTER 200 ,KURAZAI, 67.00 ,18
0389-971403,ABRAZADERA SUPERIOR DE MANUBRIO,FIGHTER 200 ,KURAZAI, 96.00 ,0
1119-971403,AGARRADERA TRASERA DERECHA,FIGHTER 200 ,KURAZAI, 449.00 ,0
1120-971403,AGARRADERA TRASERA IZQUIERDA,FIGHTER 200 ,KURAZAI, 306.00 ,0
0084-971402,AMORTIGUADOR TRASERO,FIGHTER 200 ,KURAZAI,2562,0
0189-971403,ARA�A DE VELOCIMETRO,FIGHTER 200 ,KURAZAI, 432.00 ,17
0086-971400,ARNES PRINCIPAL,FIGHTER 200 ,KURAZAI, 642.00 ,0
0001-971403,ASIENTO,FIGHTER 200 ,KURAZAI,1118,6
0574-060700,ASIENTO SUPERIOR DE RESORTE DE VALVULA,FIGHTER 200 ,KURAZAI, 22.00 ,368
0446-060700,BALANCIN DE VARILLA,FIGHTER 200 ,KURAZAI, 112.00 ,57
0801-040700,BALERO 16003,FIGHTER 200 ,KURAZAI, 64.00 ,0
0181-110500,BALERO 6004 CERRADO,FIGHTER 200 ,KURAZAI, 133.00 ,0
0428-060700,BALERO 6006 ABIERTO,FIGHTER 200 ,KURAZAI, 75.00 ,69
0964-040700,BALERO 6202Z,FIGHTER 200 ,KURAZAI, 107.00 ,0
0964-040700,BALERO 6202Z,FIGHTER 200 ,KURAZAI, 107.00 ,0
0942-450800,BALERO 6204,FIGHTER 200 ,KURAZAI, 70.00 ,0
0965-040700,BALERO 6301,FIGHTER 200 ,KURAZAI, 85.00 ,0
0836-060700,BALERO 6302 ABIERTO,FIGHTER 200 ,KURAZAI, 145.00 ,38
0588-390700,BALERO 6303 ABIERTO,FIGHTER 200 ,KURAZAI, 134.00 ,86
0166-110500,BALERO ABIERTO 6203,FIGHTER 200 ,KURAZAI, 95.00 ,36
0164-110500,BALERO ABIERTO 6204,FIGHTER 200 ,KURAZAI, 64.00 ,109
0805-040700,BALERO AHUJA NK152312,FIGHTER 200 ,KURAZAI, 96.00 ,333
0429-060700,BALERO DE AHUJA HK212810,FIGHTER 200 ,KURAZAI, 107.00 ,0
0404-971403,BARRA DE POSAPIE,FIGHTER 200 ,KURAZAI, 321.00 ,7
0225-971410,BARRA DE SUSPENSION DELANTERA DERECHA,FIGHTER 200 ,KURAZAI,1711,5
0226-971410,BARRA DE SUSPENSION DELANTERA IZQUIERDA,FIGHTER 200 ,KURAZAI,1711,0
0509-450800,BARRIL SELECTOR DE CAMBIOS,FIGHTER 200 ,KURAZAI, 321.00 ,124
0463-390700,BASE DE EMBRAGUE,FIGHTER 200 ,KURAZAI, 266.00 ,21
0264-971403,BASE DE LUZ DE CUARTO TRASERO,FIGHTER 200 ,KURAZAI, 42.00 ,10
1001-971400,BASE DE STOP,FIGHTER 200 ,KURAZAI, 91.00 ,14
2000-080105,BATERIA MMG 12N7A-3A,FIGHTER 200 ,KURAZAI, 845.00 ,0
0932-971403,BICEL DE TABLERO,FIGHTER 200 ,KURAZAI, 95.00 ,0
0175-560900,BIRLO PRISIONERO DE CARTER DERECHO,FIGHTER 200 ,KURAZAI, 41.00 ,0
0174-560900,BIRLO PRISIONERO DE CARTER IZQUIERDO,FIGHTER 200 ,KURAZAI, 41.00 ,0
0091-070700,BOBINA DE IGNICION,FIGHTER 200 ,KURAZAI, 128.00 ,50
0207-841000,BOCINA DE CLAXON,FIGHTER 200 ,KURAZAI, 107.00 ,0
0567-450800,BOLSA CON HERRAMIENTA,FIGHTER 200 ,KURAZAI, 90.00 ,0
0138-390700,BOMBA ACEITE,FIGHTER 200 ,KURAZAI, 402.00 ,94
1070-971403,BOMBA DE FRENO CON MANIJA DERECHA,FIGHTER 200 ,KURAZAI, 778.00 ,0
0611-971403,BOMBA DE FRENO TRASERO,FIGHTER 200 ,KURAZAI, 778.00 ,0
0432-090700,BUJE DE BENDIX,FIGHTER 200 ,KURAZAI, 56.00 ,287
1221-560900,BUJE DE ENGRANE DE ARRANQUE,FIGHTER 200 ,KURAZAI, 42.00 ,30
0478-060700,BUJE DE FLECHA SECUNDARIA,FIGHTER 200 ,KURAZAI, 96.00 ,0
0598-971400,BUJE DE LLANTA DELANTERA,FIGHTER 200 ,KURAZAI, 64.00 ,45
0740-B31300,BUJE DE MAZA TRASERA,FIGHTER 200 ,KURAZAI, 38.00 ,0
0740-971400,BUJE DE MAZA TRASERO,FIGHTER 200 ,KURAZAI, 13.00 ,0
0548-971600,BUJE DE RUEDA TRASERA,FIGHTER 200 ,KURAZAI, 34.00 ,46
0838-971600,BUJE DERECHO DE LLANTA TRASERA,FIGHTER 200 ,KURAZAI, 75.00 ,69
0794-040700,BUJE GUIA,FIGHTER 200 ,KURAZAI, 11.00 ,0
0102-060700,BUJIA 8,FIGHTER 200 ,KURAZAI, 159.00 ,268
0096-390703,CABEZA DE CILINDRO,FIGHTER 200 ,KURAZAI,2490,21
0137-390700,CADENA DE IMPULSO DE BOMBA  ACEITE,FIGHTER 200 ,KURAZAI, 150.00 ,172
0387-971400,CADENA DE TRANSMISION,FIGHTER 200 ,KURAZAI, 344.00 ,0
0557-971403,CAJA DE BATERIA,FIGHTER 200 ,KURAZAI, 96.00 ,16
0075-971403,CALIPER DELANTERO,FIGHTER 200 ,KURAZAI, 664.00 ,0
0345-971403,CALIPER TRASERO,FIGHTER 200 ,KURAZAI, 607.00 ,0
0071-971400,CARBURADOR,FIGHTER 200 ,KURAZAI,1107,6
1046-971403,CARCAZA DE TABLERO,FIGHTER 200 ,KURAZAI, 184.00 ,0
0169-560903,CARTER DERECHO DE MOTOR,FIGHTER 200 ,KURAZAI,1862,19
0168-560903,CARTER IZQUIERDO DE MOTOR,FIGHTER 200 ,KURAZAI,1936,13
0238-971403,CHAPA DE ASIENTO,FIGHTER 200 ,KURAZAI, 160.00 ,30
0846-060700,CHECK DE ACEITE,FIGHTER 200 ,KURAZAI, 94.00 ,20
0209-901100,CHICOTE DE ACELERADOR,FIGHTER 200 ,KURAZAI, 96.00 ,467
0339-060700,CHICOTE DE AHOGADOR,FIGHTER 200 ,KURAZAI, 75.00 ,181
0289-971400,CHICOTE DE CHAPA DE ASIENTO,FIGHTER 200 ,KURAZAI, 200.00 ,25
0340-971400,CHICOTE DE CLUTCH,FIGHTER 200 ,KURAZAI, 138.00 ,90
0151-390700,CIGUE�AL,FIGHTER 200 ,KURAZAI,2394,12
0114-560903,CILINDRO,FIGHTER 200 ,KURAZAI,1604,76
0941-681100,CLUTCH COMPLETO,FIGHTER 200 ,KURAZAI,1821,22
0233-450800,COLLARIN SUPERIOR DE DIRECCION,FIGHTER 200 ,KURAZAI, 78.00 ,0
0039-971403,COMPARTIMIENTO DE FILTRO DE AIRE,FIGHTER 200 ,KURAZAI, 798.00 ,8
1623-971403,COMPLEMENTO DE CUBIERTA DE TANQUE DERECHA,FIGHTER 200 ,KURAZAI, 214.00 ,35
1622-971403,COMPLEMENTO DE CUBIERTA DE TANQUE IZQUIERDA,FIGHTER 200 ,KURAZAI, 214.00 ,33
0959-971413,COMPLEMENTO DE TAPA LATERAL DERECHA,FIGHTER 200 ,KURAZAI, 96.00 ,35
0958-971413,COMPLEMENTO DE TAPA LATERAL IZQUIERDA,FIGHTER 200 ,KURAZAI, 96.00 ,16
0366-450800,CONO INFERIOR DE DIRECCION,FIGHTER 200 ,KURAZAI, 132.00 ,47
0367-450800,CONO SUPERIOR DE DIRECCION,FIGHTER 200 ,KURAZAI, 132.00 ,60
0237-450800,CONTRA TUERCA DE YUGO,FIGHTER 200 ,KURAZAI, 33.00 ,0
0468-390700,CORONA DE EMBRAGUE,FIGHTER 200 ,KURAZAI, 524.00 ,0
0338-971400,CORONA TRASERA,FIGHTER 200 ,KURAZAI, 396.00 ,0
1359-971400,CORONA TRASERA COMPLETA,FIGHTER 200 ,KURAZAI, 778.00 ,0
1359-971600,CORONA TRASERA COMPLETA,FIGHTER 200 ,KURAZAI, 654.00 ,49
0230-971403,CUADRO CHASIS,FIGHTER 200 ,KURAZAI,4277,1
0355-941203,CUBIERTA DE CRANK,FIGHTER 200 ,KURAZAI, 950.00 ,0
0439-450803,CUBIERTA DE ENGRANE DE REDUCCION,FIGHTER 200 ,KURAZAI, 160.00 ,84
0351-480803,CUBIERTA DE MAGNETO,FIGHTER 200 ,KURAZAI, 889.00 ,12
1112-971410,CUBIERTA DE TANQUE DERECHA,FIGHTER 200 ,KURAZAI, 648.00 ,2
1583-971403,CUBIERTA DE TANQUE INTERNA DERECHA,FIGHTER 200 ,KURAZAI, 257.00 ,25
1582-971403,CUBIERTA DE TANQUE INTERNA IZQUIERDA,FIGHTER 200 ,KURAZAI, 257.00 ,18
1111-971410,CUBIERTA DE TANQUE IZQUIERDA,FIGHTER 200 ,KURAZAI, 642.00 ,0
1581-971403,CUBIERTA DECORATIVA DE FARO DERECHA,FIGHTER 200 ,KURAZAI, 257.00 ,20
1580-971403,CUBIERTA DECORATIVA DE FARO IZQUIERDA,FIGHTER 200 ,KURAZAI, 257.00 ,44
0437-941203,CUBIERTA DECORATIVA IZQUIERDA,FIGHTER 200 ,KURAZAI, 147.00 ,6
0346-480803,CUBIERTA IZQUIERDA DE SPROCKET,FIGHTER 200 ,KURAZAI, 798.00 ,43
0536-971403,CUBIERTA LATERAL DERECHA,FIGHTER 200 ,KURAZAI, 385.00 ,2
0013-971403,CUBIERTA LATERAL DERECHA,FIGHTER 200 ,KURAZAI, 438.00 ,4
0535-971403,CUBIERTA LATERAL IZQUIERDA,FIGHTER 200 ,KURAZAI, 428.00 ,0
0012-971403,CUBIERTA LATERAL IZQUIERDA,FIGHTER 200 ,KURAZAI, 442.00 ,0
0336-971403,CUBRE CADENA,FIGHTER 200 ,KURAZAI, 159.00 ,14
0380-450800,CUBRE POLVO DE HORQUILLA,FIGHTER 200 ,KURAZAI, 53.00 ,65
0262-060700,CU�A DE CIGUENAL,FIGHTER 200 ,KURAZAI, 42.00 ,19
0057-971400,DIRECCIONAL DELANTERA DERECHA,FIGHTER 200 ,KURAZAI, 210.00 ,22
0056-971400,DIRECCIONAL DELANTERA IZQUIERDA,FIGHTER 200 ,KURAZAI, 210.00 ,39
0067-971400,DIRECCIONAL TRASERA DERECHA,FIGHTER 200 ,KURAZAI, 210.00 ,113
0066-971400,DIRECCIONAL TRASERA IZQUIERDA,FIGHTER 200 ,KURAZAI, 210.00 ,89
0188-971403,DISCO DE FRENO DELANTERO,FIGHTER 200 ,KURAZAI, 741.00 ,0
0188-971603,DISCO DE FRENO DELANTERO,FIGHTER 200 ,KURAZAI, 614.00 ,29
0341-971403,DISCO DE FRENO TRASERO,FIGHTER 200 ,KURAZAI, 635.00 ,0
0358-390700,EJE DE BALANCE,FIGHTER 200 ,KURAZAI, 664.00 ,55
0098-390700,EJE DE BALANCIN DE VALVULA,FIGHTER 200 ,KURAZAI, 331.00 ,49
0447-390700,EJE DE BALANCIN DE VARILLAS,FIGHTER 200 ,KURAZAI, 96.00 ,120
